iter	PRAUC	Logloss	PRAUC:use_weights=true	PRAUC:use_weights=false	Recall:use_weights=true	Recall:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	F1:use_weights=true	F1:use_weights=false
385	0.8073841844	0.5483723074	0.8073841844	0.5578890999	0.7116139892	0.7116139892	0.7187603051	0.372783384	0.7151692952	0.489263212
386	0.8074771347	0.548289448	0.8074771347	0.5580386223	0.7110529269	0.7110529269	0.7186956076	0.372708558	0.7148538404	0.4890661178
387	0.8075281795	0.5482001068	0.8075281795	0.5581141144	0.7112399476	0.7112399476	0.7188435574	0.3728796941	0.7150215387	0.4892576869
388	0.8076079852	0.5481246798	0.8076079852	0.558255424	0.7114269684	0.7114269684	0.718959888	0.3730143165	0.7151735927	0.4894178192
389	0.8076982345	0.5480161019	0.8076982345	0.5583939216	0.7119880307	0.7119880307	0.7190559738	0.3731255513	0.7155045479	0.4896463023
390	0.8077986845	0.547917784	0.8077986845	0.5585602028	0.7123620722	0.7123620722	0.7191620616	0.3732484076	0.7157459163	0.489840535
391	0.8078779738	0.5478144563	0.8078779738	0.558666732	0.7123620722	0.7123620722	0.7189410889	0.3729925578	0.7156364602	0.4896201555
392	0.8079501259	0.5477297114	0.8079501259	0.5587741411	0.7123620722	0.7123620722	0.7190357748	0.3731021648	0.7156833659	0.4897145796
393	0.8080527375	0.5476420781	0.8080527375	0.558959667	0.7123620722	0.7123620722	0.7191620616	0.3732484076	0.7157459163	0.489840535
394	0.8081252096	0.5475687271	0.8081252096	0.5590542102	0.7116139892	0.7116139892	0.7190445935	0.373112375	0.7153099947	0.489546478
395	0.8081774123	0.5475057016	0.8081774123	0.559139745	0.7119880307	0.7119880307	0.7192455307	0.3733451015	0.71559838	0.4898353062
396	0.8082519234	0.5474090709	0.8082519234	0.5592446955	0.7125490929	0.7125490929	0.7192150755	0.3733098178	0.7158665665	0.4899376326
397	0.8082942844	0.5473313735	0.8082942844	0.55931142	0.7123620722	0.7123620722	0.7190042101	0.3730656219	0.71566773	0.4896831009
398	0.8083445609	0.5472277934	0.8083445609	0.5594062719	0.7123620722	0.7123620722	0.7191304857	0.3732118362	0.7157302777	0.4898090401
399	0.8083914644	0.5471512662	0.8083914644	0.5594712654	0.7127361137	0.7127361137	0.7192049349	0.3732980703	0.7159559128	0.4899717151
400	0.8084691306	0.5470362538	0.8084691306	0.5596014947	0.7125490929	0.7125490929	0.7191203671	0.3732001175	0.7158196492	0.4898431473
401	0.8085351941	0.5469602863	0.8085351941	0.5597321171	0.7129231345	0.7129231345	0.7192579161	0.3733594515	0.7160765154	0.4900687793
402	0.808611586	0.5468770361	0.808611586	0.559867494	0.7131101552	0.7131101552	0.7193108772	0.3734208207	0.7161970953	0.4901658311
403	0.8086498538	0.5468031225	0.8086498538	0.5599209192	0.7129231345	0.7129231345	0.7193526109	0.3734691878	0.7161234418	0.490163302
404	0.8086960648	0.5467243651	0.8086960648	0.559978004	0.713297176	0.713297176	0.719584761	0.3737383635	0.7164271733	0.4904835391
405	0.8087229915	0.546670505	0.8087229915	0.560028664	0.7134841967	0.7134841967	0.7194798449	0.3736166879	0.7164694777	0.4904229335
406	0.8088147552	0.5465653707	0.8088147552	0.5601635037	0.7131101552	0.7131101552	0.7196581736	0.3738235294	0.7163692016	0.4905126391
407	0.8088623488	0.5464701332	0.8088623488	0.5602222671	0.7134841967	0.7134841967	0.7197955378	0.3739829428	0.7166259715	0.4907383586
408	0.8089565194	0.5464010271	0.8089565194	0.5603831957	0.7136712175	0.7136712175	0.7198483954	0.374044305	0.7167464974	0.4908354235
409	0.8090302035	0.5463361541	0.8090302035	0.5605166946	0.7136712175	0.7136712175	0.7199747356	0.3741910178	0.7168091188	0.490961724
410	0.80908942	0.5462779067	0.80908942	0.5606076833	0.7134841967	0.7134841967	0.7199218925	0.374129646	0.7166885882	0.4908646423
411	0.8091714808	0.5461365209	0.8091714808	0.560718569	0.7138582383	0.7138582383	0.7199643904	0.3741790021	0.7168983123	0.4909956264
412	0.8092286256	0.5460507054	0.8092286256	0.5607808903	0.714045259	0.714045259	0.72004878	0.3742770317	0.7170344533	0.4911242604
413	0.8093007455	0.5459812733	0.8093007455	0.5608926868	0.714045259	0.714045259	0.71992248	0.3741303283	0.7169718254	0.4909979424
414	0.8093755551	0.5458559395	0.8093755551	0.5609954579	0.7142322798	0.7142322798	0.720101567	0.374338365	0.7171549148	0.4912213004
415	0.8094877764	0.5457542183	0.8094877764	0.5611869101	0.7142322798	0.7142322798	0.7201331452	0.3743750613	0.7171705747	0.4912528943
416	0.8095713533	0.5456739803	0.8095713533	0.5613188888	0.714045259	0.714045259	0.7202383131	0.3744973026	0.7171284156	0.4913138592
417	0.8096060238	0.5456337348	0.8096060238	0.5613646903	0.7144193005	0.7144193005	0.7204070086	0.3746934772	0.7174006609	0.4915712264
418	0.8096716037	0.5455908998	0.8096716037	0.5614867727	0.7146063213	0.7146063213	0.7204913198	0.3747915645	0.717536754	0.4916999099
419	0.8097703375	0.5454490434	0.8097703375	0.5616425291	0.7149803628	0.7149803628	0.7204387873	0.374730445	0.7176991967	0.4917358029
420	0.809882873	0.5453771488	0.809882873	0.5618466361	0.7146063213	0.7146063213	0.7203965486	0.3746813101	0.7174897532	0.4916050177
421	0.8099762553	0.5452861982	0.8099762553	0.5620121083	0.7146063213	0.7146063213	0.7203965486	0.3746813101	0.7174897532	0.4916050177
422	0.8100341603	0.5452188346	0.8100341603	0.562111182	0.7149803628	0.7149803628	0.720470362	0.3747671797	0.717714864	0.4917674299
423	0.8101149016	0.5451561187	0.8101149016	0.5622369506	0.7147933421	0.7147933421	0.7205124248	0.3748161224	0.7176414894	0.4917653114
424	0.8101797486	0.5449987881	0.8101797486	0.5623117664	0.7142322798	0.7142322798	0.7204806892	0.3747791953	0.717342878	0.4916006951
425	0.8102409964	0.5449008381	0.8102409964	0.5624019216	0.7146063213	0.7146063213	0.7205861159	0.3749018838	0.717583761	0.4917948388
426	0.8103329156	0.5448292654	0.8103329156	0.5625636863	0.7151673836	0.7151673836	0.7209021011	0.3752698724	0.718023292	0.49224432
427	0.8103762653	0.5447594124	0.8103762653	0.5626312963	0.7153544043	0.7153544043	0.7209863103	0.3753680079	0.7181593159	0.492373045
428	0.8104121684	0.5446964775	0.8104121684	0.5627000293	0.7157284459	0.7157284459	0.721123054	0.3755274262	0.718415623	0.4925987901
429	0.8104549081	0.5446169647	0.8104549081	0.5627553048	0.7153544043	0.7153544043	0.720765144	0.3751103266	0.7180495814	0.4921513124
430	0.8104811584	0.5445488659	0.8104811584	0.5627899512	0.7157284459	0.7157284459	0.7208071889	0.3751592981	0.7182588397	0.4922819655
431	0.8105494924	0.5444518573	0.8105494924	0.5628946109	0.7155414251	0.7155414251	0.7208177518	0.3751716023	0.7181698974	0.4922483114
432	0.8106102291	0.5443553801	0.8106102291	0.5629723644	0.7147933421	0.7147933421	0.7208916817	0.375257732	0.71782956	0.4921452485
433	0.8106921286	0.5442609393	0.8106921286	0.5630940972	0.7147933421	0.7147933421	0.72095493	0.3753314347	0.7178609147	0.4922086285
434	0.8107174116	0.5442260568	0.8107174116	0.5631345266	0.7147933421	0.7147933421	0.7208916817	0.375257732	0.71782956	0.4921452485
435	0.8107644665	0.5441561567	0.8107644665	0.5632160998	0.7151673836	0.7151673836	0.7210917855	0.3754909662	0.7181173658	0.4924344859
436	0.8108320917	0.5440859148	0.8108320917	0.5633389404	0.7149803628	0.7149803628	0.7211024395	0.3755033887	0.7180283518	0.4924008243
437	0.8109023824	0.5440061069	0.8109023824	0.5634339419	0.7157284459	0.7157284459	0.7213443242	0.375785546	0.718525412	0.49282081
438	0.8109928026	0.5439366634	0.8109928026	0.5635870853	0.7153544043	0.7153544043	0.721239238	0.3756629346	0.7182847679	0.4926266984
439	0.8110712496	0.5438429906	0.8110712496	0.5637133615	0.7151673836	0.7151673836	0.7213764994	0.3758230958	0.7182585228	0.4927200103
440	0.8111290507	0.5437372005	0.8111290507	0.5638045631	0.7159154666	0.7159154666	0.7213968377	0.3758468336	0.7186457002	0.492917847
441	0.8111646349	0.5436831846	0.8111646349	0.5638667213	0.7155414251	0.7155414251	0.7211969333	0.3756135873	0.7183580482	0.4926285972
442	0.8112029241	0.5436281868	0.8112029241	0.5639239402	0.7153544043	0.7153544043	0.7212076123	0.3756260434	0.718269084	0.4925949775
443	0.8112437837	0.5435175662	0.8112437837	0.5639763258	0.7155414251	0.7155414251	0.7213234158	0.3757611471	0.718420787	0.4927554897
444	0.8112841526	0.5434464084	0.8112841526	0.5640454041	0.7153544043	0.7153544043	0.721239238	0.3756629346	0.7182847679	0.4926266984
445	0.8113457517	0.5434050894	0.8113457517	0.5641611872	0.7155414251	0.7155414251	0.7213866737	0.3758349705	0.7184521605	0.4928189605
446	0.8114475342	0.5433314719	0.8114475342	0.5643233226	0.7155414251	0.7155414251	0.7214815814	0.37594576	0.7184992259	0.4929141974
447	0.8115034472	0.5432629181	0.8115034472	0.5644156267	0.7155414251	0.7155414251	0.721576514	0.3760566149	0.7185462975	0.493009471
448	0.8115806819	0.543171577	0.8115806819	0.5645149365	0.7151673836	0.7151673836	0.7214397997	0.3758969822	0.7182898986	0.4927835052
449	0.8116536338	0.5431045351	0.8116536338	0.5646433892	0.7155414251	0.7155414251	0.7217031297	0.3762045231	0.7186090693	0.4931365599
450	0.8116876801	0.5430376112	0.8116876801	0.5646892872	0.7151673836	0.7151673836	0.721534771	0.3760078663	0.7183369673	0.4928787781
451	0.8117398416	0.5429613982	0.8117398416	0.5647715845	0.7151673836	0.7151673836	0.7216614383	0.3761558135	0.7183997353	0.493005866
452	0.8118068931	0.5428816718	0.8118068931	0.5648714167	0.7155414251	0.7155414251	0.7219564944	0.3765006888	0.7187346456	0.4933909343
453	0.811888477	0.542804041	0.811888477	0.5650121299	0.7159154666	0.7159154666	0.7220930628	0.3766604349	0.7189909954	0.4936170213
454	0.811979187	0.5427330561	0.811979187	0.565150014	0.7157284459	0.7157284459	0.7221673755	0.3767473912	0.7189334939	0.4936472106
455	0.8120307074	0.5426451531	0.8120307074	0.5652271341	0.7161024874	0.7161024874	0.7223038778	0.3769071759	0.7191898146	0.4938733394
456	0.8120852031	0.5425606689	0.8120852031	0.5653046419	0.7164765289	0.7164765289	0.7222819099	0.376881456	0.719367507	0.4939401753
457	0.8121328911	0.5425205533	0.8121328911	0.5653907495	0.7159154666	0.7159154666	0.7220930628	0.3766604349	0.7189909954	0.4936170213
458	0.8121986567	0.542440935	0.8121986567	0.5654843637	0.7162895081	0.7162895081	0.7222295401	0.3768201495	0.7192472601	0.4938430791
459	0.8122804022	0.5423665954	0.8122804022	0.5656184989	0.7162895081	0.7162895081	0.7223245703	0.3769314044	0.7192943805	0.4939386123
460	0.8123188016	0.5423035166	0.8123188016	0.5656839369	0.7159154666	0.7159154666	0.7222514832	0.3768458358	0.7190695179	0.4937762012
461	0.8123771186	0.542231545	0.8123771186	0.5657714497	0.7161024874	0.7161024874	0.7223038778	0.3769071759	0.7191898146	0.4938733394
462	0.8124282538	0.5421551652	0.8124282538	0.5658552973	0.7159154666	0.7159154666	0.7223148708	0.3769200473	0.7191009317	0.493839902
463	0.8124665788	0.5421023391	0.8124665788	0.5659376185	0.7157284459	0.7157284459	0.722230765	0.3768215833	0.718964904	0.4937108947
464	0.8124995891	0.5420553205	0.8124995891	0.5659951097	0.7159154666	0.7159154666	0.7223148708	0.3769200473	0.7191009317	0.493839902
465	0.8125792763	0.5419610297	0.8125792763	0.5661103474	0.7161024874	0.7161024874	0.7223038778	0.3769071759	0.7191898146	0.4938733394
466	0.8126308478	0.5419112081	0.8126308478	0.56619692	0.7164765289	0.7164765289	0.7225036602	0.3771411695	0.7194774723	0.4941631732
467	0.8126714966	0.5418430316	0.8126714966	0.5662450062	0.7168505704	0.7168505704	0.7226716565	0.3773380587	0.7197493439	0.4944211545
468	0.8127948282	0.5417232708	0.8127948282	0.5664362008	0.7168505704	0.7168505704	0.7228618257	0.3775610717	0.7198436486	0.4946125556
469	0.8128392968	0.5416573941	0.8128392968	0.5665085442	0.7166635497	0.7166635497	0.7226510509	0.3773139031	0.7196448464	0.4943559311
470	0.8128856304	0.541598393	0.8128856304	0.5665871423	0.7168505704	0.7168505704	0.7228301239	0.3775238846	0.7198279295	0.4945806452
471	0.8129439937	0.5415319265	0.8129439937	0.5666729946	0.7174116327	0.7174116327	0.722986842	0.377707759	0.7201884476	0.4948719603
472	0.8129968984	0.541456292	0.8129968984	0.5667458219	0.7172246119	0.7172246119	0.722744514	0.3774234819	0.7199739831	0.4945834408
473	0.8130449909	0.5413815844	0.8130449909	0.5668279518	0.7177856742	0.7177856742	0.7229011802	0.3776072412	0.7203343453	0.4948746051
474	0.8130882761	0.5412951299	0.8130882761	0.5668954151	0.7177856742	0.7177856742	0.7229645164	0.3776815587	0.7203657875	0.4949384229
475	0.8132095506	0.5411918803	0.8132095506	0.567074844	0.717972695	0.717972695	0.7229217026	0.3776313201	0.7204386997	0.494939728
476	0.8132588309	0.5410946116	0.8132588309	0.5671532996	0.718720778	0.718720778	0.7230986091	0.3778389539	0.7209030473	0.4952957855
477	0.8132765371	0.5410071269	0.8132765371	0.5671680483	0.7183467365	0.7183467365	0.7231843089	0.3779395848	0.7207574056	0.4952933591
478	0.8133100575	0.5409338105	0.8133100575	0.5672137055	0.7183467365	0.7183467365	0.7231209836	0.3778652238	0.7207259537	0.4952294997
479	0.8133690053	0.5408664778	0.8133690053	0.5673063626	0.7183467365	0.7183467365	0.7232476453	0.378013975	0.7207888602	0.495357235
480	0.8134626967	0.5407403584	0.8134626967	0.567442947	0.7189077988	0.7189077988	0.7234038917	0.37819756	0.7211488374	0.4956482496
481	0.8135270913	0.5406786155	0.8135270913	0.5675480353	0.718720778	0.718720778	0.7234151619	0.378210806	0.7210603295	0.4956151664
482	0.8136340312	0.5405364688	0.8136340312	0.5677264918	0.718720778	0.718720778	0.7236686039	0.3785088151	0.7211862047	0.4958709677
483	0.8136863874	0.5404879556	0.8136863874	0.5678058294	0.718720778	0.718720778	0.7238270953	0.3786953094	0.721264899	0.4960309777
484	0.8137415469	0.5404016234	0.8137415469	0.5679052994	0.7192818403	0.7192818403	0.7239196755	0.3788042943	0.7215933059	0.4962580645
485	0.8137900494	0.5403203909	0.8137900494	0.5679689871	0.7192818403	0.7192818403	0.7239196755	0.3788042943	0.7215933059	0.4962580645
486	0.8138778648	0.5402358298	0.8138778648	0.5681043864	0.7190948195	0.7190948195	0.7241213272	0.3790417981	0.7215993201	0.4964172745
487	0.8139083074	0.5401386216	0.8139083074	0.5681474293	0.719468861	0.719468861	0.7242251994	0.3791642026	0.7218391952	0.4966113729
488	0.8139699479	0.5400792774	0.8139699479	0.568243702	0.719468861	0.719468861	0.7242251994	0.3791642026	0.7218391952	0.4966113729
489	0.8140293544	0.5399975983	0.8140293544	0.5683300097	0.7196558818	0.7196558818	0.724435658	0.3794123447	0.7220378596	0.4968687456
490	0.8141093301	0.5399319125	0.8141093301	0.5684617795	0.7200299233	0.7200299233	0.7246028013	0.3796095445	0.7223091248	0.4971269934
491	0.8141740175	0.5398639679	0.8141740175	0.5685715973	0.7200299233	0.7200299233	0.724539376	0.3795347003	0.7222776112	0.4970628107
492	0.8142578086	0.5398000725	0.8142578086	0.5687137875	0.7200299233	0.7200299233	0.7245710873	0.3795721187	0.7222933676	0.4970948999
493	0.8143183684	0.5397362126	0.8143183684	0.5688107718	0.7200299233	0.7200299233	0.7246028013	0.3796095445	0.7223091248	0.4971269934
494	0.8143884906	0.5396581334	0.8143884906	0.5689236854	0.7204039648	0.7204039648	0.7249284509	0.3799940811	0.7226591261	0.4975458538
495	0.8144216781	0.5396007956	0.8144216781	0.5689733731	0.7205909856	0.7205909856	0.7249484859	0.3800177532	0.722763168	0.4976107452
496	0.8144984959	0.5395377003	0.8144984959	0.5691007323	0.7207780064	0.7207780064	0.7251588487	0.3802664036	0.7229617911	0.4978684924
497	0.8145588156	0.5394840792	0.8145588156	0.5691980277	0.7205909856	0.7205909856	0.7251388619	0.3802427711	0.7228577705	0.4978036176
498	0.814593795	0.5394180698	0.814593795	0.5692374424	0.7205909856	0.7205909856	0.7252975849	0.3804304897	0.7229366249	0.4979644588
499	0.8146621301	0.5393545091	0.8146621301	0.5693314912	0.7209650271	0.7209650271	0.7254009672	0.3805528134	0.7231761947	0.4981585579
500	0.814730174	0.5392968337	0.814730174	0.5694553624	0.7205909856	0.7205909856	0.7251706009	0.3802803	0.72287354	0.4978357775
501	0.8147878781	0.5391917846	0.8147878781	0.569553999	0.7204039648	0.7204039648	0.7252776212	0.3804068734	0.722832578	0.497899567
502	0.8148108452	0.5391316504	0.8148108452	0.5695887062	0.7202169441	0.7202169441	0.7252576482	0.3803832477	0.7227285071	0.4978346584
503	0.8148769395	0.5390596722	0.8148769395	0.5696845194	0.7202169441	0.7202169441	0.7253211829	0.3804584074	0.7227600519	0.4978990239
504	0.8149318866	0.5390071812	0.8149318866	0.5697758906	0.7204039648	0.7204039648	0.7253093806	0.3804444444	0.7228483505	0.4979317477
505	0.8149834192	0.5389078144	0.8149834192	0.5698586716	0.7202169441	0.7202169441	0.7253211829	0.3804584074	0.7227600519	0.4978990239
506	0.8150501438	0.5388356204	0.8150501438	0.5699597542	0.7209650271	0.7209650271	0.7255597226	0.3807407407	0.7232550776	0.498319545
507	0.8150972613	0.5387600281	0.8150972613	0.570024216	0.7204039648	0.7204039648	0.7254046756	0.3805572021	0.7228956721	0.4980283147
508	0.8151609964	0.53870158	0.8151609964	0.5701242128	0.7211520479	0.7211520479	0.7257384055	0.380952381	0.7234379577	0.4985454781
509	0.8152058295	0.5386184439	0.8152058295	0.5702038344	0.7211520479	0.7211520479	0.7258972674	0.3811406543	0.7235168773	0.4987066736
510	0.8152574488	0.538551796	0.8152574488	0.5702777653	0.7209650271	0.7209650271	0.7257820969	0.381004151	0.7233655426	0.4985451018
511	0.8153276278	0.5384391553	0.8153276278	0.5703861585	0.7213390686	0.7213390686	0.7258535435	0.3810888252	0.7235892647	0.498707008
512	0.8153760188	0.5383634319	0.8153760188	0.570457035	0.7211520479	0.7211520479	0.7259290481	0.3811783314	0.7235326632	0.4987389252
513	0.8154359099	0.538303744	0.8154359099	0.570554508	0.7211520479	0.7211520479	0.7259926179	0.3812537077	0.7235642372	0.4988034409
514	0.8154850437	0.538247728	0.8154850437	0.57062556	0.7211520479	0.7211520479	0.726024407	0.3812914071	0.7235800253	0.498835705
515	0.815554092	0.5381862935	0.815554092	0.570738276	0.7211520479	0.7211520479	0.7260879935	0.3813668282	0.7236116034	0.4989002458
516	0.8156032217	0.5381073597	0.8156032217	0.5708143124	0.7209650271	0.7209650271	0.7261636273	0.3814565605	0.7235549896	0.4989322462
517	0.8156548819	0.5380576523	0.8156548819	0.5708913151	0.7209650271	0.7209650271	0.7262908932	0.3816076025	0.7236181606	0.4990614279
518	0.815720903	0.5379703201	0.815720903	0.5709949119	0.7220871517	0.7220871517	0.7265999484	0.3819746735	0.7243365212	0.4996441281
519	0.815809791	0.5378725738	0.815809791	0.5711322942	0.7217131102	0.7217131102	0.7265288161	0.3818901534	0.7241129565	0.4994822677
520	0.8158604186	0.5378137023	0.8158604186	0.5712079837	0.7219001309	0.7219001309	0.7265484877	0.3819135253	0.7242168506	0.4995470428
521	0.8159054126	0.5377350141	0.8159054126	0.571260187	0.722648214	0.722648214	0.7267224274	0.3821202532	0.7246795943	0.4999029691
522	0.815960639	0.5376744581	0.815960639	0.5713658842	0.7228352347	0.7228352347	0.7268055978	0.3822191456	0.7248149791	0.5000323436
523	0.8160342741	0.537615543	0.8160342741	0.5715048966	0.7228352347	0.7228352347	0.7268055978	0.3822191456	0.7248149791	0.5000323436
524	0.8160978723	0.5375301569	0.8160978723	0.571596137	0.7224611932	0.7224611932	0.7270208729	0.3824752475	0.7247338613	0.5001618437
525	0.8161769995	0.537452246	0.8161769995	0.5717172168	0.722648214	0.722648214	0.7269449953	0.3823849579	0.7247902365	0.5001294331
526	0.816220138	0.5373940213	0.816220138	0.5717894453	0.722648214	0.722648214	0.7269131915	0.3823471205	0.7247744284	0.5000970685
527	0.8162514961	0.5373417599	0.8162514961	0.5718259482	0.722648214	0.722648214	0.7270722382	0.3825363825	0.7248534758	0.5002589332
528	0.8163217083	0.5372668647	0.8163217083	0.5719433933	0.7228352347	0.7228352347	0.7269645562	0.3824082319	0.7248940149	0.5001941245
529	0.816379951	0.5372088969	0.816379951	0.5720566358	0.7220871517	0.7220871517	0.7267589815	0.3821637137	0.7244155344	0.4998058252
530	0.8164278434	0.5371601484	0.8164278434	0.5721374106	0.7220871517	0.7220871517	0.7268544348	0.3822772277	0.7244629506	0.4999028938
531	0.8164701475	0.5371019196	0.8164701475	0.5721879963	0.7222741724	0.7222741724	0.7267467901	0.3821492183	0.7245035786	0.4998382191
532	0.8165335427	0.5370187504	0.8165335427	0.5723146527	0.722648214	0.722648214	0.7268495923	0.3822714681	0.7247428143	0.500032352
533	0.8165939242	0.5369606557	0.8165939242	0.5724137445	0.7222741724	0.7222741724	0.7267467901	0.3821492183	0.7245035786	0.4998382191
534	0.8166415118	0.536916691	0.8166415118	0.5724795727	0.7224611932	0.7224611932	0.7267664017	0.3821725366	0.7246074027	0.499902944
535	0.8166974972	0.5368435937	0.8166974972	0.572550153	0.7222741724	0.7222741724	0.7267467901	0.3821492183	0.7245035786	0.4998382191
536	0.8167374553	0.5367949235	0.8167374553	0.5726157737	0.7222741724	0.7222741724	0.7267785957	0.3821870361	0.724519383	0.4998705669
537	0.8167904472	0.5367542038	0.8167904472	0.5727063661	0.7224611932	0.7224611932	0.7267982009	0.3822103493	0.7246232076	0.4999352918
538	0.8168337885	0.5366847526	0.8168337885	0.572767735	0.722648214	0.722648214	0.7269768018	0.3824228029	0.7248060453	0.5001618018
539	0.8168842251	0.5366369388	0.8168842251	0.5728454779	0.722648214	0.722648214	0.7270086112	0.3824606553	0.7248218548	0.5001941748
540	0.8169330639	0.5365902205	0.8169330639	0.5729097771	0.7228352347	0.7228352347	0.727028159	0.3824839189	0.724925634	0.5002588662
541	0.8169862292	0.536532683	0.8169862292	0.5729944017	0.7228352347	0.7228352347	0.7272190343	0.3827111595	0.725020508	0.5004531918
542	0.8170276986	0.5364647936	0.8170276986	0.5730624574	0.722648214	0.722648214	0.7272313544	0.382725832	0.7249325404	0.5004209027
543	0.8171043036	0.5363900429	0.8171043036	0.5731729574	0.7228352347	0.7228352347	0.7272508566	0.3827490592	0.7250363227	0.500485594
544	0.8171382287	0.5363208175	0.8171382287	0.5732215265	0.7230222555	0.7230222555	0.727206721	0.3826964957	0.7251084514	0.5004854683
545	0.8172179292	0.5362537629	0.8172179292	0.5733534764	0.7228352347	0.7228352347	0.7274100099	0.3829386704	0.7251154068	0.5006476684
546	0.8172501204	0.5361876756	0.8172501204	0.573404269	0.7228352347	0.7228352347	0.7273145096	0.3828248811	0.7250679543	0.5005504112
547	0.8173288206	0.5361097836	0.8173288206	0.5735353808	0.7230222555	0.7230222555	0.727556817	0.3831136656	0.7252824486	0.500842078
548	0.8173935051	0.5360497728	0.8173935051	0.573641405	0.7237703385	0.7237703385	0.7278254112	0.3834340632	0.7257922109	0.5012953368
549	0.8174663154	0.535971823	0.8174663154	0.5737665609	0.7237703385	0.7237703385	0.7278890824	0.3835100585	0.7258238674	0.5013602798
550	0.8174977195	0.5359179947	0.8174977195	0.5738155767	0.7235833177	0.7235833177	0.7279015826	0.3835249802	0.7257360266	0.5013281503
551	0.8175252343	0.535851926	0.8175252343	0.5738520875	0.7235833177	0.7235833177	0.7278697363	0.383486966	0.7257201977	0.5012956725
552	0.8175904195	0.5357773274	0.8175904195	0.5739593527	0.7239573593	0.7239573593	0.7280676135	0.3837232355	0.7260066689	0.5015873016
553	0.8176520498	0.5357245201	0.8176520498	0.5740593766	0.7248924631	0.7248924631	0.7283867616	0.3841046477	0.7266354114	0.5021375826
554	0.8177444976	0.5356374446	0.8177444976	0.5742026771	0.7245184215	0.7245184215	0.7285075876	0.3842491569	0.7265075286	0.502171236
555	0.8177721564	0.5355766149	0.8177721564	0.5742481497	0.7239573593	0.7239573593	0.7283224689	0.3840277778	0.726133354	0.5018474104
556	0.8178123196	0.5355148965	0.8178123196	0.5743263017	0.7239573593	0.7239573593	0.7283862106	0.3841039889	0.7261650322	0.5019124797
557	0.8178525656	0.5354749226	0.8178525656	0.5743907854	0.72414438	0.72414438	0.7285329314	0.384279476	0.7263320268	0.5021072424
558	0.8178899287	0.5354279536	0.8178899287	0.5744499654	0.7239573593	0.7239573593	0.7285137275	0.3842565019	0.7262283968	0.5020426691
559	0.8179660002	0.5353500519	0.8179660002	0.5745683505	0.7250794838	0.7250794838	0.7289792865	0.3848138958	0.7270241555	0.5027882246
560	0.8180513597	0.5352558881	0.8180513597	0.5746959519	0.7248924631	0.7248924631	0.7290877523	0.3849438872	0.7269840552	0.5028541775
561	0.818143049	0.535189401	0.818143049	0.5748459806	0.7247054423	0.7247054423	0.7289729936	0.3848063555	0.7268329538	0.5026918337
562	0.8181930889	0.5351512475	0.8181930889	0.5749444628	0.7248924631	0.7248924631	0.7291196476	0.3849821216	0.7269999106	0.5028867986
563	0.8182544817	0.5350881295	0.8182544817	0.5750355684	0.7256405461	0.7256405461	0.7292914368	0.3851881267	0.7274614108	0.5032425422
564	0.8183169538	0.5350013622	0.8183169538	0.5751277069	0.7256405461	0.7256405461	0.7294189743	0.3853411461	0.7275248544	0.5033731188
565	0.8183832978	0.5349056446	0.8183832978	0.5752234512	0.7254535253	0.7254535253	0.7293362047	0.3852418314	0.7273896838	0.5032433835
566	0.8184323606	0.5348539646	0.8184323606	0.5753021519	0.7256405461	0.7256405461	0.7292595594	0.3851498908	0.7274455517	0.5032099086
567	0.818474858	0.534799047	0.818474858	0.5753687537	0.7256405461	0.7256405461	0.7294189743	0.3853411461	0.7275248544	0.5033731188
568	0.8185079437	0.5347408734	0.8185079437	0.5754200496	0.7252665046	0.7252665046	0.7292215206	0.3851042701	0.7272386354	0.5030810145
569	0.8185746265	0.5346778494	0.8185746265	0.5755345333	0.7252665046	0.7252665046	0.7291258658	0.3849895761	0.7271910646	0.5029831388
570	0.8186326933	0.5346244957	0.8186326933	0.5756284983	0.7252665046	0.7252665046	0.7293172005	0.3852190325	0.7272862124	0.5031789282
571	0.8186952803	0.5345537912	0.8186952803	0.5757271963	0.7252665046	0.7252665046	0.7293172005	0.3852190325	0.7272862124	0.5031789282
572	0.8187316713	0.5344838069	0.8187316713	0.5757624417	0.7252665046	0.7252665046	0.7294448129	0.3853721554	0.7273496581	0.5033095393
573	0.8187990908	0.5344092616	0.8187990908	0.5758617812	0.7252665046	0.7252665046	0.7294448129	0.3853721554	0.7273496581	0.5033095393
574	0.8188805497	0.5343375525	0.8188805497	0.575996263	0.7252665046	0.7252665046	0.7295724699	0.3855254001	0.7274131149	0.5034402181
575	0.8189158137	0.5342604376	0.8189158137	0.5760450126	0.7250794838	0.7250794838	0.7293620013	0.3852727815	0.7272144378	0.5031797534
576	0.8189710567	0.5341645601	0.8189710567	0.5761511306	0.7252665046	0.7252665046	0.7295086358	0.3854487625	0.7273813851	0.5033748702
577	0.8190108926	0.534104694	0.8190108926	0.5762104894	0.7252665046	0.7252665046	0.7295724699	0.3855254001	0.7274131149	0.5034402181
578	0.8190326629	0.5340460129	0.8190326629	0.5762454599	0.7250794838	0.7250794838	0.7294577428	0.385387674	0.7272620239	0.5032777309
579	0.8190813867	0.5340032004	0.8190813867	0.5763236892	0.7248924631	0.7248924631	0.7292791658	0.3851734075	0.7270791979	0.5030499676
