iter	PRAUC	Logloss	PRAUC:use_weights=true	PRAUC:use_weights=false	Recall:use_weights=true	Recall:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	F1:use_weights=true	F1:use_weights=false
190	0.7905497987	0.5721830815	0.7905497987	0.5323977863	0.6962782869	0.6962782869	0.6984716432	0.3501034418	0.6973732404	0.4659282898
191	0.7906146278	0.5719779224	0.7906146278	0.5324844915	0.6960912661	0.6960912661	0.6981713262	0.3497791561	0.6971297446	0.4655991994
192	0.7907165323	0.5718258094	0.7907165323	0.5326367039	0.6964653076	0.6964653076	0.6981931797	0.3498027428	0.6973281733	0.4657037454
193	0.7908087788	0.5716463286	0.7908087788	0.5327597955	0.6970263699	0.6970263699	0.6981498758	0.349756006	0.6975876705	0.4657876648
194	0.7908985761	0.5713979313	0.7908985761	0.5328729352	0.6972133907	0.6972133907	0.6986628639	0.3503100921	0.6979373747	0.4663205954
195	0.790979738	0.5712542261	0.790979738	0.5329848617	0.6975874322	0.6975874322	0.6986540147	0.3503005259	0.6981203161	0.4663957487
196	0.791100314	0.5711213924	0.791100314	0.5331626837	0.6975874322	0.6975874322	0.6986540147	0.3503005259	0.6981203161	0.4663957487
197	0.7912041722	0.5709848221	0.7912041722	0.5333143334	0.697774453	0.697774453	0.6988017499	0.3504602668	0.6982877236	0.4665791284
198	0.7913373228	0.5707833888	0.7913373228	0.5335237469	0.6983355152	0.6983355152	0.6988492032	0.350511593	0.6985922648	0.46675
199	0.7914680664	0.5706039677	0.7914680664	0.5337337988	0.698522536	0.698522536	0.6989968104	0.3506712985	0.6987595927	0.4669333667
200	0.7915772759	0.5704004148	0.7915772759	0.5338922219	0.6987095568	0.6987095568	0.6990835523	0.3507651864	0.6988965045	0.4670583823
201	0.7916571027	0.5702002808	0.7916571027	0.5340356209	0.6990835983	0.6990835983	0.6989528889	0.3506237689	0.6990182375	0.4670164918
202	0.7917291015	0.570006946	0.7917291015	0.534127939	0.6996446606	0.6996446606	0.6997603222	0.3514986376	0.6997024866	0.4679174484
203	0.7918393361	0.5698684044	0.7918393361	0.5343002209	0.6996446606	0.6996446606	0.6995777308	0.3513005916	0.6996111941	0.4677419355
204	0.7919619164	0.5697403245	0.7919619164	0.534477719	0.6998316813	0.6998316813	0.6998469099	0.3515925961	0.6998392955	0.4680425266
205	0.7920739446	0.5694837697	0.7920739446	0.5346332811	0.7005797644	0.7005797644	0.7002843349	0.3520676692	0.7004320185	0.4686307625
206	0.7922263245	0.5693353437	0.7922263245	0.5348461118	0.7003927436	0.7003927436	0.7010208395	0.3528691228	0.7007066508	0.4692982456
207	0.7922916151	0.5691408825	0.7922916151	0.5349114622	0.7005797644	0.7005797644	0.7015042468	0.3533962264	0.7010417008	0.4698062331
208	0.7924133523	0.5689863058	0.7924133523	0.5350788648	0.7002057228	0.7002057228	0.7014535281	0.3533408834	0.70082907	0.4696732108
209	0.7924694564	0.5688035548	0.7924694564	0.5351778393	0.7007667851	0.7007667851	0.7015601349	0.353457221	0.7011632356	0.4699021821
210	0.7925131109	0.5686419072	0.7925131109	0.5352305577	0.7005797644	0.7005797644	0.7017487393	0.353663142	0.7011637646	0.4700420353
211	0.7926583416	0.5684224005	0.7926583416	0.5354550637	0.7007667851	0.7007667851	0.7016212355	0.3535239174	0.70119375	0.4699611188
212	0.7928347561	0.5681652127	0.7928347561	0.5357174255	0.7017018889	0.7017018889	0.7018392617	0.3537620215	0.7017705686	0.4703817464
213	0.7929504413	0.5679535775	0.7929504413	0.5358813366	0.7017018889	0.7017018889	0.7018087319	0.3537286697	0.7017553063	0.4703522628
214	0.7930580483	0.5678363422	0.7930580483	0.5360342818	0.7017018889	0.7017018889	0.7017782046	0.3536953243	0.7017400447	0.4703227828
215	0.7931882925	0.5676400903	0.7931882925	0.5362539124	0.7020759304	0.7020759304	0.7021645039	0.3541175361	0.7021202144	0.4707800351
216	0.7933092754	0.5675221106	0.7933092754	0.5364444191	0.7024499719	0.7024499719	0.7021842811	0.3541391665	0.7023171014	0.4708832195
217	0.7933705183	0.5674205629	0.7933705183	0.5365392374	0.7020759304	0.7020759304	0.7020728862	0.3540173519	0.7020744083	0.4706914927
218	0.7934187193	0.5673282351	0.7934187193	0.536617985	0.7024499719	0.7024499719	0.7022453438	0.35420596	0.702347643	0.4709422607
219	0.7934254409	0.5671935706	0.7934254409	0.5366107858	0.7022629512	0.7022629512	0.7020675354	0.3540115018	0.7021652297	0.470728344
220	0.7935030404	0.5670088034	0.7935030404	0.5367296134	0.7026369927	0.7026369927	0.7022094233	0.3541666667	0.7024231429	0.4709495456
221	0.7937131362	0.5668305522	0.7937131362	0.5370345229	0.7024499719	0.7024499719	0.7021842811	0.3541391665	0.7023171014	0.4708832195
222	0.7937727484	0.5667204942	0.7937727484	0.5371158085	0.7028240135	0.7028240135	0.7024482366	0.3544279921	0.7026360748	0.4712225705
223	0.7939004194	0.566584048	0.7939004194	0.5372704161	0.7030110342	0.7030110342	0.7025038448	0.3544888721	0.702757348	0.4713184126
224	0.7939867119	0.5664007395	0.7939867119	0.5374258931	0.7030110342	0.7030110342	0.7025649143	0.3545557442	0.7027879035	0.4713775158
225	0.7941233023	0.5662378464	0.7941233023	0.5376183575	0.7026369927	0.7026369927	0.7033099644	0.3553726826	0.7029733175	0.4720145738
226	0.7942524412	0.56600329	0.7942524412	0.537811283	0.7024499719	0.7024499719	0.7029483288	0.3549759002	0.702699062	0.4716223004
227	0.7943165291	0.5658116462	0.7943165291	0.5378873297	0.7024499719	0.7024499719	0.7029483288	0.3549759002	0.702699062	0.4716223004
228	0.7944434436	0.5656782986	0.7944434436	0.5380611087	0.7030110342	0.7030110342	0.7034516167	0.3555282323	0.7032312564	0.4722361809
229	0.7945095132	0.565576153	0.7945095132	0.5381588994	0.7026369927	0.7026369927	0.7032793472	0.3553390712	0.7029580232	0.4719849246
230	0.7946048053	0.5654039528	0.7946048053	0.5383446798	0.7026369927	0.7026369927	0.7032487327	0.3553054662	0.7029427296	0.4719552792
231	0.7946739585	0.565238254	0.7946739585	0.5384337737	0.7024499719	0.7024499719	0.7033156626	0.3553789384	0.7028825507	0.4719778839
232	0.7947503235	0.5650939642	0.7947503235	0.5385351467	0.7024499719	0.7024499719	0.7031931753	0.3552444907	0.7028213772	0.4718592965
233	0.7948854341	0.5649632522	0.7948854341	0.5387244155	0.7026369927	0.7026369927	0.7036162827	0.355709146	0.7031262967	0.4723112704
234	0.7949934775	0.564811363	0.7949934775	0.5388666699	0.7033850757	0.7033850757	0.7041139402	0.3562565123	0.7037493192	0.4729627767
235	0.7951419508	0.5646812577	0.7951419508	0.5390871287	0.7037591173	0.7037591173	0.7042553376	0.3564121993	0.70400714	0.4731845332
236	0.7952576953	0.56455215	0.7952576953	0.5392612515	0.7033850757	0.7033850757	0.7042059199	0.356357779	0.7037952585	0.4730520093
237	0.795394102	0.5643388679	0.795394102	0.5395070792	0.703198055	0.703198055	0.7043959488	0.3565670934	0.7037964922	0.4731940599
238	0.7955364239	0.5641965572	0.7955364239	0.5397436213	0.7033850757	0.7033850757	0.7044513167	0.3566281054	0.7039177924	0.4732901277
239	0.7956327129	0.5640957802	0.7956327129	0.5399040918	0.703946138	0.703946138	0.7046479726	0.3568448995	0.7042968805	0.4736080528
240	0.7957266624	0.5639945925	0.7957266624	0.5400646204	0.7037591173	0.7037591173	0.7045926702	0.3567839196	0.7041756471	0.4735120171
241	0.7958094399	0.5638097747	0.7958094399	0.5402190134	0.7041331588	0.7041331588	0.704672581	0.3568720379	0.7044027666	0.4736742782
242	0.7959405715	0.5636911937	0.7959405715	0.5404284351	0.7041331588	0.7041331588	0.7046419104	0.3568382144	0.7043874427	0.4736444836
243	0.7960868952	0.5635094759	0.7960868952	0.5406621306	0.7046942211	0.7046942211	0.7047156855	0.3569195794	0.7047049531	0.4738430584
244	0.7961804405	0.5633983471	0.7961804405	0.5407936223	0.7041331588	0.7041331588	0.7047032543	0.3569058679	0.7044180912	0.4737040765
245	0.7963081179	0.5633262892	0.7963081179	0.5410248334	0.703946138	0.703946138	0.7045559508	0.3567434366	0.7042509124	0.4735186816
246	0.796397708	0.5631066791	0.796397708	0.5411519412	0.7046942211	0.7046942211	0.7048996412	0.3571225476	0.7047969161	0.4740218895
247	0.7964296768	0.5629730564	0.7964296768	0.5411849796	0.7052552833	0.7052552833	0.7049425584	0.3571699185	0.7050988862	0.4741905061
248	0.7965305825	0.5627949238	0.7965305825	0.5413210572	0.7050682626	0.7050682626	0.7052247014	0.3574815096	0.7051464733	0.4744227018
249	0.796636188	0.5626548275	0.796636188	0.5415062427	0.7046942211	0.7046942211	0.7052678407	0.3575291773	0.7049809142	0.4743799572
250	0.7967270591	0.5625225006	0.7967270591	0.5416266567	0.7052552833	0.7052552833	0.7052798325	0.3575424291	0.7052675577	0.4745186863
251	0.7968273174	0.5623583136	0.7968273174	0.5417922155	0.7048812418	0.7048812418	0.7052923016	0.3575562091	0.7050867118	0.4744461229
252	0.7969276056	0.5622583481	0.7969276056	0.5419519522	0.7048812418	0.7048812418	0.7053536936	0.357624063	0.7051173886	0.4745058542
253	0.7969880574	0.5621532741	0.7969880574	0.5420283279	0.703946138	0.703946138	0.7058464475	0.3581691883	0.704895012	0.4747729566
254	0.7970476926	0.5620578064	0.7970476926	0.5421064082	0.703946138	0.703946138	0.7060619901	0.3584079223	0.7050024765	0.4749826487
255	0.7971216063	0.5619629521	0.7971216063	0.5422243447	0.7033850757	0.7033850757	0.70577326	0.3580881653	0.7045771442	0.4745741325
256	0.7971983168	0.5617843995	0.7971983168	0.542325757	0.7035720965	0.7035720965	0.7059824825	0.35831984	0.7047752286	0.4748201439
257	0.7972897578	0.5616981989	0.7972897578	0.5424725288	0.7037591173	0.7037591173	0.7063150221	0.3586883996	0.7050347533	0.4751862609
258	0.7974092116	0.5616111227	0.7974092116	0.5426670522	0.7037591173	0.7037591173	0.706345855	0.3587225929	0.7050501135	0.4752162657
259	0.7975553586	0.5614456802	0.7975553586	0.5428930933	0.703946138	0.703946138	0.706431798	0.3588179218	0.7051867776	0.4753425523
260	0.797682646	0.5613045243	0.797682646	0.5430815151	0.7041331588	0.7041331588	0.7065177163	0.3589132507	0.7053234221	0.4754688388
261	0.7977293761	0.5611748072	0.7977293761	0.5431474235	0.7037591173	0.7037591173	0.7068086704	0.3592362768	0.7052805974	0.4756667931
262	0.797796907	0.5610843522	0.797796907	0.5432481171	0.703946138	0.703946138	0.7069872368	0.359434683	0.7054634101	0.4758834313
263	0.7978864106	0.5609907482	0.7978864106	0.5433791184	0.7037591173	0.7037591173	0.7071175511	0.3595795509	0.705434337	0.4759676195
264	0.7979852525	0.560885741	0.7979852525	0.5435461766	0.703946138	0.703946138	0.707419849	0.3599158539	0.7056787187	0.4763049668
265	0.7980949178	0.560701406	0.7980949178	0.5437225329	0.7041331588	0.7041331588	0.707505745	0.3600114745	0.7058154231	0.476431509
266	0.7981491675	0.5605173229	0.7981491675	0.543790064	0.7033850757	0.7033850757	0.7080908876	0.360663598	0.7057301372	0.4768304279
267	0.7982328826	0.5603395171	0.7982328826	0.543906947	0.703946138	0.703946138	0.7082866637	0.3608820709	0.7061097305	0.4771502821
268	0.7982905954	0.5602131724	0.7982905954	0.5439752025	0.703946138	0.703946138	0.7084726861	0.3610897928	0.7062021587	0.4773318116
269	0.798367868	0.560075197	0.798367868	0.5440902691	0.703946138	0.703946138	0.7083486603	0.360951285	0.7061405372	0.4772107765
270	0.7984392373	0.5599712898	0.7984392373	0.5442065359	0.703946138	0.703946138	0.7082556695	0.3608474739	0.7060943282	0.4771200406
271	0.7984770378	0.5599048424	0.7984770378	0.5442482727	0.7041331588	0.7041331588	0.7084345349	0.3610471807	0.7062772978	0.4773375594
272	0.7985326416	0.5598165205	0.7985326416	0.5443250599	0.7041331588	0.7041331588	0.7089308874	0.3616019977	0.7065238783	0.4778221968
273	0.798695601	0.5596990794	0.798695601	0.5445608487	0.7046942211	0.7046942211	0.7094988794	0.3622380311	0.7070883884	0.4785065718
274	0.7987848078	0.5596118973	0.7987848078	0.5447184286	0.7048812418	0.7048812418	0.7093361787	0.3620557157	0.7071016935	0.4783905566
275	0.7989061225	0.5594814986	0.7989061225	0.5449111956	0.7050682626	0.7050682626	0.7095150652	0.3622561737	0.7072846745	0.4786086073
276	0.7990004509	0.5592950321	0.7990004509	0.5450529411	0.7046942211	0.7046942211	0.7094367473	0.3621683968	0.7070575317	0.478445813
277	0.7990363464	0.5591585674	0.7990363464	0.5450933445	0.7046942211	0.7046942211	0.7092504162	0.3619596542	0.7069649779	0.4782636289
278	0.7991331509	0.5590896172	0.7991331509	0.5452358802	0.7045072003	0.7045072003	0.7091646291	0.3618635927	0.7068282426	0.4781367011
279	0.7992368235	0.5589926258	0.7992368235	0.5454169989	0.7045072003	0.7045072003	0.7090094243	0.3616898704	0.7067511422	0.4779850273
280	0.7993533844	0.5588179083	0.7993533844	0.5455871092	0.7048812418	0.7048812418	0.7101443016	0.3629622496	0.707502984	0.4791812345
281	0.7993936095	0.5587461827	0.7993936095	0.5456471063	0.7054423041	0.7054423041	0.7102458426	0.3630763307	0.7078359239	0.4794102694
282	0.7994611682	0.5586597017	0.7994611682	0.5457404798	0.7052552833	0.7052552833	0.7104713257	0.3633298006	0.7078536956	0.4795879435
283	0.7995317195	0.5584588986	0.7995317195	0.5458619113	0.7058163456	0.7058163456	0.7105415342	0.3634087626	0.7081710579	0.4797864226
284	0.7995783668	0.5583831001	0.7995783668	0.5459324426	0.7063774079	0.7063774079	0.7107671392	0.3636626228	0.7085654748	0.480137291
285	0.7996448648	0.5582835326	0.7996448648	0.5460243271	0.7058163456	0.7058163456	0.710510425	0.3633737724	0.7081556066	0.479755927
286	0.7997129798	0.5581243647	0.7997129798	0.5461059771	0.7060033664	0.7060033664	0.7105027119	0.3633650977	0.7082458934	0.4797915608
287	0.7997875055	0.5580398291	0.7997875055	0.5462087026	0.7060033664	0.7060033664	0.7103472511	0.3631903021	0.7081686475	0.4796391589
288	0.7998637251	0.5579309553	0.7998637251	0.5463329955	0.7054423041	0.7054423041	0.7103080504	0.3631462405	0.7078668158	0.4794712088
289	0.7999981232	0.557769454	0.7999981232	0.5464977627	0.7056293249	0.7056293249	0.7110163603	0.3639432816	0.7083126	0.4802087311
290	0.8000567806	0.5576705629	0.8000567806	0.5465922332	0.7061903871	0.7061903871	0.7110239277	0.3639518072	0.7085989148	0.480346012
291	0.8001491161	0.5575582953	0.8001491161	0.5467131354	0.7065644287	0.7065644287	0.7113506883	0.3643201543	0.7089494803	0.4807533244
292	0.8002310809	0.5574601909	0.8002310809	0.546843914	0.7061903871	0.7061903871	0.7110550654	0.3639868903	0.7086143773	0.4803765664
293	0.8003115662	0.557393837	0.8003115662	0.5469712556	0.7067514494	0.7067514494	0.7110937133	0.3640304402	0.7089159321	0.4805442523
294	0.8003777874	0.557304215	0.8003777874	0.547063696	0.7071254909	0.7071254909	0.7116070699	0.3646094503	0.7093592021	0.4811350767
295	0.8004410854	0.5571870285	0.8004410854	0.5471567945	0.7061903871	0.7061903871	0.711148495	0.3640921801	0.7086607689	0.480468253
296	0.8004731506	0.5570745378	0.8004731506	0.5471994263	0.7065644287	0.7065644287	0.7112261161	0.36417968	0.7088876086	0.4806310031
297	0.800577637	0.5569818911	0.800577637	0.547381616	0.7071254909	0.7071254909	0.7114825068	0.3644688645	0.709297308	0.4810126582
298	0.8006402698	0.5568008009	0.8006402698	0.5474647662	0.7074995324	0.7074995324	0.7116844457	0.364696809	0.7095858188	0.4812977099
299	0.8006760571	0.5566890683	0.8006760571	0.5475178555	0.7076865532	0.7076865532	0.7117698099	0.3647932131	0.7097223085	0.4814249364
300	0.8007458192	0.5566005414	0.8007458192	0.5476456601	0.707873574	0.707873574	0.7118240157	0.3648544438	0.7098432986	0.4815215317
301	0.8007962358	0.5564978234	0.8007962358	0.547698846	0.7073125117	0.7073125117	0.711661337	0.3646707164	0.7094802603	0.4812317089
302	0.8009714554	0.556392872	0.8009714554	0.5479790307	0.707873574	0.707873574	0.7118551494	0.3648896173	0.7098587786	0.4815521628
303	0.8010463737	0.5563259004	0.8010463737	0.548089957	0.7076865532	0.7076865532	0.711800947	0.3648283841	0.7097377873	0.4814555633
304	0.8011182827	0.5562178071	0.8011182827	0.5481859601	0.7067514494	0.7067514494	0.7119660795	0.3650149715	0.709349181	0.4814012739
305	0.8011935813	0.5561347889	0.8011935813	0.548315168	0.7065644287	0.7065644287	0.7118806072	0.3649183811	0.7092125557	0.4812738854
306	0.8012756886	0.5560478763	0.8012756886	0.5484486429	0.7063774079	0.7063774079	0.7120447632	0.3651039149	0.7091997635	0.481391792
307	0.8013581331	0.5558881065	0.8013581331	0.5486166394	0.7065644287	0.7065644287	0.7120054087	0.365059426	0.7092744841	0.4813965341
308	0.8014674839	0.5557167568	0.8014674839	0.5487829182	0.7071254909	0.7071254909	0.7120122013	0.3650671044	0.7095604326	0.4815333673
309	0.8015771656	0.5555893455	0.8015771656	0.5489403378	0.7065644287	0.7065644287	0.7118806072	0.3649183811	0.7092125557	0.4812738854
310	0.8016959819	0.5554481591	0.8016959819	0.5491104447	0.7061903871	0.7061903871	0.7121466069	0.3652190734	0.7091559906	0.4814484253
311	0.8017463309	0.5553599166	0.8017463309	0.5491998522	0.7060033664	0.7060033664	0.7120610711	0.3651223523	0.70901928	0.4813209231
312	0.801767428	0.5552341656	0.801767428	0.5492334284	0.7056293249	0.7056293249	0.7119211637	0.3649642097	0.708761281	0.4810965891
313	0.8018507716	0.5551291998	0.8018507716	0.5493587756	0.7060033664	0.7060033664	0.7121547901	0.3652283282	0.709065737	0.481412995
314	0.8019388556	0.5550642928	0.8019388556	0.5495136694	0.7060033664	0.7060033664	0.7123735636	0.3654758447	0.7091741601	0.4816279663
315	0.8019973551	0.5549805643	0.8019973551	0.5496011532	0.7054423041	0.7054423041	0.7121480974	0.3652207591	0.7087793401	0.4812759171
316	0.8020821978	0.554887728	0.8020821978	0.5497227679	0.7061903871	0.7061903871	0.7128031418	0.3659623958	0.7094813562	0.4820938398
317	0.8021899901	0.5548157854	0.8021899901	0.5499035336	0.7060033664	0.7060033664	0.712842817	0.3660073686	0.7094066071	0.4820892663
318	0.8022638813	0.5547414803	0.8022638813	0.5500223286	0.7063774079	0.7063774079	0.7128260588	0.3659883721	0.7095870825	0.482159954
319	0.8023426084	0.55467549	0.8023426084	0.5501420674	0.7063774079	0.7063774079	0.713013825	0.3662012798	0.709680102	0.4823446779
320	0.8024199583	0.5545603915	0.8024199583	0.5502225215	0.7063774079	0.7063774079	0.7133269885	0.366556677	0.7098351888	0.4826528656
321	0.8025127129	0.5544770784	0.8025127129	0.5503877306	0.7067514494	0.7067514494	0.7134978817	0.3667507764	0.7101086422	0.4829084404
322	0.8025804225	0.5543894389	0.8025804225	0.5504997487	0.7069384702	0.7069384702	0.7134580022	0.3667054715	0.7101832741	0.4829128074
323	0.8026765324	0.5542482128	0.8026765324	0.5506462622	0.7065644287	0.7065644287	0.7135691285	0.3668317312	0.7100495035	0.4829349354
324	0.8027388386	0.5540689416	0.8027388386	0.5507204662	0.7056293249	0.7056293249	0.713361102	0.3665954139	0.709474149	0.4825116695
325	0.802801334	0.553978698	0.802801334	0.5508260309	0.7056293249	0.7056293249	0.7132043049	0.3664174031	0.7093965939	0.4823574533
326	0.802841908	0.5539163299	0.802841908	0.5508907214	0.7056293249	0.7056293249	0.7132670154	0.3664885867	0.7094276139	0.482419128
327	0.8028902742	0.5538214827	0.8028902742	0.5509820753	0.7058163456	0.7058163456	0.7132898575	0.3665145188	0.7095334225	0.4824852979
328	0.8030082806	0.5537227987	0.8030082806	0.5511603508	0.7058163456	0.7058163456	0.7133839252	0.3666213328	0.7095799591	0.4825778403
329	0.8030383785	0.5536346569	0.8030383785	0.5511939883	0.7054423041	0.7054423041	0.7135265536	0.3667833528	0.7094613998	0.4826306698
330	0.8030991927	0.5535360058	0.8030991927	0.5512688219	0.7054423041	0.7054423041	0.7138091682	0.3671046229	0.7096010737	0.4829087185
331	0.8031768426	0.5534145964	0.8031768426	0.5513751058	0.7054423041	0.7054423041	0.7139662731	0.3672833496	0.7096786941	0.4830633284
332	0.8032482006	0.5533053624	0.8032482006	0.5514627342	0.7056293249	0.7056293249	0.7141146889	0.3674522789	0.7098466497	0.4832532821
333	0.8033266278	0.5532158504	0.8033266278	0.55156568	0.7060033664	0.7060033664	0.7141600214	0.3675038941	0.7100582702	0.4833856201
334	0.8034496233	0.5531095116	0.8034496233	0.5517578865	0.7061903871	0.7061903871	0.7143083484	0.3676728335	0.7102261712	0.4835755907
335	0.8035230698	0.5530191431	0.8035230698	0.5518904305	0.7063774079	0.7063774079	0.7143623826	0.3677343978	0.7103474563	0.4836726854
336	0.8036498603	0.5529311549	0.8036498603	0.5521056	0.7063774079	0.7063774079	0.7143623826	0.3677343978	0.7103474563	0.4836726854
337	0.8037336024	0.5528657125	0.8037336024	0.5522494715	0.7063774079	0.7063774079	0.7144252304	0.3678060181	0.7103785266	0.4837346311
338	0.8038093586	0.5527964549	0.8038093586	0.5523775829	0.7061903871	0.7061903871	0.7143083484	0.3676728335	0.7102261712	0.4835755907
339	0.8039181297	0.5527141956	0.8039181297	0.552545755	0.7060033664	0.7060033664	0.7144743593	0.3678620152	0.7102136045	0.483695304
340	0.8039633347	0.5525897027	0.8039633347	0.5525987605	0.7061903871	0.7061903871	0.7147485652	0.368174727	0.7104437036	0.4840094854
341	0.8040549757	0.5525121741	0.8040549757	0.5527292481	0.7063774079	0.7063774079	0.7146138401	0.3680210465	0.7104717538	0.4839205637
342	0.8041222437	0.5524504328	0.8041222437	0.5528583381	0.7061903871	0.7061903871	0.7144969463	0.3678877631	0.7103193831	0.4837614503
343	0.8042377597	0.5523302503	0.8042377597	0.5530272371	0.7063774079	0.7063774079	0.714928411	0.3683799863	0.7106271867	0.4842307692
344	0.8042991263	0.5522482571	0.8042991263	0.5531156454	0.7065644287	0.7065644287	0.7150453007	0.3685134608	0.7107795676	0.484390025
345	0.8044146004	0.5521303132	0.8044146004	0.5532767971	0.7050682626	0.7050682626	0.7147707321	0.3682000195	0.7098863464	0.4837674836
346	0.8045314074	0.552030685	0.8045314074	0.5534409695	0.7058163456	0.7058163456	0.7151129063	0.3685906827	0.7104342142	0.4842807648
347	0.8045924062	0.5519373659	0.8045924062	0.5535531374	0.7063774079	0.7063774079	0.7153377674	0.3688476562	0.7108293513	0.4846346314
348	0.8046803347	0.5518254494	0.8046803347	0.5536970015	0.7060033664	0.7060033664	0.7154505677	0.3689766396	0.7106955733	0.4846578508
349	0.8047534709	0.5517243078	0.8047534709	0.5537821571	0.7063774079	0.7063774079	0.7156214427	0.3691721239	0.7109693788	0.4849146232
350	0.8048061894	0.5516415335	0.8048061894	0.5538591423	0.7067514494	0.7067514494	0.7157922184	0.3693676082	0.7112431053	0.4851713956
351	0.8048979058	0.5515558601	0.8048979058	0.5540037869	0.7073125117	0.7073125117	0.7159851457	0.3695885859	0.711622406	0.4854942234
352	0.8049529968	0.5514530554	0.8049529968	0.5540944709	0.7073125117	0.7073125117	0.7160166694	0.3696247068	0.711637976	0.4855253867
353	0.8049915912	0.5513736583	0.8049915912	0.5541566225	0.7069384702	0.7069384702	0.7159721701	0.3695737192	0.7114266438	0.4853932584
354	0.8050239496	0.5512906845	0.8050239496	0.5541954433	0.7067514494	0.7067514494	0.715918362	0.3695120759	0.7113053724	0.4852960062
355	0.8050718736	0.5511753223	0.8050718736	0.5542748519	0.7065644287	0.7065644287	0.7158329898	0.3694142955	0.7111685116	0.485167587
356	0.8051338651	0.5511181174	0.8051338651	0.5543927102	0.7065644287	0.7065644287	0.7160222935	0.3696311516	0.7112619215	0.4853545735
357	0.8052012367	0.5510505315	0.8052012367	0.5545045257	0.7067514494	0.7067514494	0.7159814504	0.3695843521	0.71133651	0.4853583355
358	0.8052895131	0.5509513992	0.8052895131	0.5546775452	0.7071254909	0.7071254909	0.7162152132	0.3698522938	0.7116413277	0.4856775851
359	0.8053297995	0.5508340047	0.8053297995	0.5547379905	0.7076865532	0.7076865532	0.7160926409	0.3697117733	0.711864782	0.4856886151
360	0.8054136178	0.5507367713	0.8054136178	0.5548651306	0.7074995324	0.7074995324	0.7161965317	0.369830873	0.7118214682	0.4857473035
361	0.8055138298	0.5506479971	0.8055138298	0.5550083737	0.7074995324	0.7074995324	0.7162280657	0.3698670317	0.7118370428	0.4857784912
362	0.8056238573	0.5505545558	0.8056238573	0.5551721037	0.7080605947	0.7080605947	0.716294591	0.3699433262	0.7121537931	0.4859765099
363	0.8057396943	0.5504651931	0.8057396943	0.5553382526	0.7073125117	0.7073125117	0.7160797251	0.3696969697	0.7116691181	0.4855877255
364	0.8058211121	0.5503994553	0.8058211121	0.5554607948	0.7071254909	0.7071254909	0.716120573	0.3697437903	0.711594607	0.4855840236
365	0.8058775286	0.5503106011	0.8058775286	0.5555430761	0.7080605947	0.7080605947	0.716357629	0.3700156372	0.7121849473	0.4860388985
366	0.805917563	0.5502201448	0.805917563	0.5555845008	0.708621657	0.708621657	0.7168968748	0.370634843	0.7127352468	0.4867052023
367	0.8060124715	0.5501546176	0.8060124715	0.5557463489	0.7084346362	0.7084346362	0.7168433002	0.3705732733	0.7126141641	0.4866080031
368	0.8060715905	0.5500395941	0.8060715905	0.5558516195	0.708621657	0.708621657	0.7172124562	0.370997748	0.7128911764	0.4870179949
369	0.8061485551	0.5499591707	0.8061485551	0.5559681352	0.708621657	0.708621657	0.7173387666	0.371143109	0.7129535673	0.4871432245
370	0.806208568	0.5498727104	0.806208568	0.5560515796	0.7095567608	0.7095567608	0.7176376491	0.3714873201	0.7135743276	0.4876606684
371	0.8063078051	0.5497955187	0.8063078051	0.5562117969	0.7091827193	0.7091827193	0.7175623671	0.3714005877	0.7133479352	0.4874975895
372	0.8063493092	0.5497131825	0.8063493092	0.5562857375	0.70936974	0.70936974	0.7176789568	0.3715349202	0.7135001576	0.4876574955
373	0.8064296442	0.5495906673	0.8064296442	0.5564039736	0.70936974	0.70936974	0.7174264075	0.3712440051	0.713375327	0.4874068363
374	0.8065134297	0.5494921341	0.8065134297	0.5565208248	0.7097437816	0.7097437816	0.7176594852	0.3715124816	0.713679685	0.4877265133
375	0.8066274157	0.5493821445	0.8066274157	0.5566959357	0.7101178231	0.7101178231	0.7181450798	0.3720725135	0.7141088937	0.4882973251
376	0.8067074735	0.5492456996	0.8067074735	0.5568309494	0.7099308023	0.7099308023	0.7180917611	0.3720109761	0.7139879623	0.4882001157
377	0.8067866738	0.5491664227	0.8067866738	0.5569601463	0.7104918646	0.7104918646	0.7183464099	0.3723049784	0.7143975484	0.488585943
378	0.8068548705	0.5490348829	0.8068548705	0.5570777597	0.7104918646	0.7104918646	0.7183148227	0.3722684958	0.7143819277	0.4885545267
379	0.8069170227	0.5489259767	0.8069170227	0.5571729191	0.7101178231	0.7101178231	0.7181450798	0.3720725135	0.7141088937	0.4882973251
380	0.806971769	0.5488300018	0.806971769	0.5572597925	0.7106788854	0.7106788854	0.7184312436	0.3724029792	0.7145340377	0.4887145521
381	0.8070633849	0.5487410151	0.8070633849	0.5573937546	0.7103048438	0.7103048438	0.7181983783	0.3721340388	0.7142298023	0.488394522
382	0.8071959526	0.548632303	0.8071959526	0.5576052371	0.7099308023	0.7099308023	0.718376194	0.3723393821	0.7141285299	0.4884828207
383	0.8072623468	0.5485641542	0.8072623468	0.557698148	0.7110529269	0.7110529269	0.7186008371	0.3725989808	0.7148069572	0.4889717703
384	0.8072868763	0.5484489755	0.8072868763	0.5577224108	0.7110529269	0.7110529269	0.7185692525	0.3725624694	0.7147913309	0.4889403292
